"1_Mot"	"2_Phono"	"3_Phono_IPA"	"4_Lemme"	"5_Cgram"	"6_CgramOrtho"	"7_Genre"	"8_Nombre"	"9_InfoVER"	"10_FreqMot"	"11_FreqOrtho"	"12_FreqLemme"	"13_CDOrtho"	"14_IsLem"	"15_NbLettres"	"16_NbPhons"	"17_OLD20"	"18_PLD20"	"19_CVOrtho"	"20_CVPhono"	"21_VoisOrtho"	"22_VoisPhono"	"23_NbHomog"	"24_NbHomoph"	"25_SyllPhono"	"26_SyllNb"	"27_SyllCV"	"28_PUOrtho"	"29_PUPhon"	"30_MorphoBase"	"31_MorphoStruct"	"32_MorphoDecomp"	"33_Preval"	"34_PrevalNb"	"35_RT_FLP"	"36_zRT_FLP"	"37_Err_FLP"
si	si	si	si	CON	NOM,CON,ADV	""	""	""	1509.994	4392.196	2445.506	99.39682	1	2	2	1	1	CV	CV	23	30	2	12	si	1	CV	2	2	""	"0-0-0"	""			673	-0.329209751	0.04
suis	s8i	sɥi	être	AUX	VER,AUX,NOM	""	s	ind:pre:1,imp:pre:2	1461.854	4148.911	8402.797	99.10900	0	4	3	1	1	CVVC	CYV	23	17	3	7	s8i	1	CYV	4	3	""	""	""	100	23	730.3043478	-0.162277417	0
très	tRE	tʁɛ	très	ADV	ADV	""	""	""	1435.576	1435.582	1435.756	93.91151	1	4	3	1.85	1	CCVVC	CCV	3	51	0	11	tRE	1	CCV	4	3	très	"0-1-0"	/très			622.5833333	-0.583309896	0
où	u	u	où	PRO:rel	PRO:int,PRO:rel	""	""	""	1422.911	1987.399	1423.434	96.77587	1	2	1	2	1	VVV	V	0	37	1	8	u	1	V	2	1	où	"0-1-0"	/où			631.88	-0.504689228	0
sont	s§	sɔ̃	être	VER	NOM,AUX,VER	""	p	ind:pre:3	1420.161	1940.266	35040.212	97.84599	0	4	2	1.15	1	CVCC	CVV	14	333	2	5	s§	1	CV	4	3	""	""	""	100	19	597.64	-0.664606976	0
être	EtR	ɛtʁ	être	VER	VER,AUX,NOM	""	p	inf,	1384.117	2346.896	35040.212	97.64085	1	4	3	1.85	1.3	VVCCV	VCC	1	10	2	8	EtR	1	VCC	5	1	être	"0-1-0"	/être	100	28	622.9583333	-0.600804176	0
jamais	ZamE	ʒamɛ	jamais	ADV	ADV	""	""	""	1360.658	1360.661	1360.883	96.28138	1	6	4	1.7	1.35	CVCVVC	CVCV	5	11	0	0	Za-mE	2	CV-CV	6	4	jà	"0-2-0"	/jà/mais			557.75	-1.035663633	0
oh	o	o	oh	ONO	ONO	""	""	""	1356.013	1364.968	1361.563	71.22933	1	2	1	1.05	1	VC	V	14	37	0	14	o	1	V	2	1	""	"0-0-0"	""					
vraiment	vREm@	vʁɛmɑ̃	vraiment	ADV	ADV	""	""	""	1350.440	1350.443	1350.646	93.37875	1	8	5	1.9	1.9	CCVVCVCC	CCVCV	1	1	0	0	vRE-m@	2	CCV-CV	5	4	vrai	"0-1-1"	/vrai.ment			558.48	-0.870442994	0
allez	ale	ale	aller	VER	NOM,VER	""	""	inf,ind:pre:2,imp:pre:2	1342.392	1342.991	9795.946	92.78169	0	5	3	1.65	1	VCCVC	VCV	2	34	1	22	a-le	2	V-CV	5	3	""	""	""	96	26	570.1304348	-0.942797165	0.041666667
aussi	osi	osi	aussi	ADV	ADV	""	""	""	1328.608	1328.608	1328.987	96.91366	1	5	3	1.95	1.1	VVCCV	VCV	0	16	0	1	o-si	2	V-CV	5	3	si	"0-2-0"	/au[s]/si			652.44	-0.347569562	0
pourquoi	puRkwa	puʁkwa	pourquoi	ADV	ADV,NOM,CON	""	""	""	1317.804	2050.244	1317.832	97.86742	1	8	6	3	1.95	CVVCCVVV	CVCCYV	0	1	2	2	puR-kwa	2	CVC-CYV	5	4	pour	"0-2-0"	/pour/quoi	86	23	684.84	-0.428527069	0
avez	ave	ave	avoir	AUX	VER,AUX	""	p	imp:pre:2,ind:pre:2	1302.696	2005.665	19741.582	93.50429	0	4	3	1.25	1	VCVC	VCV	6	24	1	6	a-ve	2	V-CV	0	3	""	""	""	93	16	694.173913	-0.269733214	0.041666667
voir	vwaR	vwaʁ	voir	VER	VER	""	""	inf,	1302.389	1303.199	3679.820	95.95836	1	4	4	1.35	1.15	CVVC	CYVC	10	17	0	1	vwaR	1	CYVC	4	4	voir	"0-1-0"	/voir	94	19	606.4583333	-0.779758114	0
peut	p2	pø	pouvoir	VER	VER	""	s	ind:pre:3	1296.434	1296.538	6267.658	96.05021	0	4	2	1.35	1	CVVC	CV	7	27	0	4	p2	1	CV	0	2	""	""	""	95	21	680.3265306	-0.386847519	0
fais	fE	fɛ	faire	VER	VER	""	s	ind:pre:1,imp:pre:2,ind:pre:2	1272.867	1273.348	9061.728	93.74158	0	4	2	1	1	CVVC	CV	24	27	0	8	fE	1	CV	0	2	""	""	""	100	19	671.95	-0.352285308	0.08
été	ete	ete	être	VER	AUX,NOM,VER	m	s	par:pas:	1267.070	1360.725	35040.212	94.04623	0	3	3	1.8	1	VVCVV	VCV	1	18	2	3	e-te	2	V-CV	4	3	été	"0-1-0"	/été	100	19	573.12	-0.832049345	0
tout	tu	tu	tout	PRO:ind	NOM,PRO:ind,ADV,ADJ,ADJ:ind	m	s	""	1261.544	3873.383	1638.063	99.36160	1	4	2	1	1	CVVC	CV	14	29	4	9	tu	1	CV	4	2	tout	"0-1-0"	/tout	90	33	660.2	-0.556120264	0
sa	sa	sa	sa	ADJ:pos	ADJ:pos,NOM	f	s	""	1260.028	1261.854	3785.924	93.72321	1	2	2	1	1	CV	CV	24	31	1	5	sa	1	CV	2	1	""	"0-0-0"	""			859.5294118	0.722649892	0.28
ces	se	se	ces	ADJ:dem	ADJ:dem	""	p	""	1211.918	1211.927	6521.715	94.54072	1	3	2	1.1	1	CVC	CV	11	32	0	3	se	1	CV	3	2	ces	"0-1-0"	/ces					
maintenant	m5t°n@	mɛ̃tənɑ̃	maintenant	ADV	NOM,ADV,VER	""	""	""	1205.636	1299.687	1205.810	94.10594	1	10	6	2.7	2	CVVCCVCVCC	CVCVVCV	1	3	2	1	m5-t°-n@	3	CV-CV-CV	10	7	main	"0-2-1"	/main/ten(ir).ant	100	16	618.44	-0.471616188	0
ta	ta	ta	ta	ADJ:pos	ADJ:pos,NOM	f	s	""	1157.652	1157.677	3406.509	88.91917	1	2	2	1	1	CV	CV	26	31	1	2	ta	1	CV	2	2	""	"0-0-0"	""			767.8125	0.550690092	0.28
est-ce que	Es°k°	ɛsəkə	est-ce que	ADV	ADV	""	""	""	1143.016	1143.016	1144.415	85.87263	1	10	5	4.05	3	VCC-CV CVV	VCVVCVV	1	0	0	2	E-s°-k°	3	V-CV-CV	10	3	""	"0-0-0"	""					
as	a	a	avoir	VER	NOM,VER,AUX	""	s	ind:pre:2,ind:pre:1,sub:imp:1	1141.054	3252.560	13032.016	95.84813	0	2	1	1	1	VC	V	29	37	2	9	a	1	V	2	1	as	"0-1-0"	/as	93	16	746.1666667	-0.017675158	0.24
temps	t@	tɑ̃	temps	NOM	NOM	m	i	""	1123.481	1124.823	1123.649	94.62952	1	5	2	1.7	1	CVCCC	CV	3	28	0	8	t@	1	CV	5	2	temps	"0-1-0"	/temps	100	12	580.84	-0.809017659	0
ont	§	ɔ̃	avoir	AUX	VER,AUX,NOM	""	p	ind:pre:3	1117.364	1499.044	19741.582	94.93570	0	3	1	1.15	1	VCC	VV	7	0	2	5	§	1	V	3	1	""	""	""	93	16	635.6521739	-0.753143954	0.041666667
les	le	le	les	PRO:per	PRO:per,NOM,ART:def	""	p	""	1112.592	9471.665	9593.047	99.77189	1	3	2	1	1	CVC	CV	19	32	2	5	le	1	CV	2	2	les	"0-1-0"	/les			661.2692308	-0.257768654	0
juste	Zyst	ʒyst	juste	ADJ	ADV,ADJ,NOM	e	s	""	1112.142	1526.184	1115.753	92.35915	1	5	4	1.7	1.7	CVCCV	CVCC	3	3	2	4	Zyst	1	CVCC	5	4	juste	"0-1-0"	/juste	94	17	605.36	-0.666675313	0
toujours	tuZuR	tuʒuʁ	toujours	ADV	ADV	""	""	""	1083.718	1083.728	1083.835	94.49939	1	8	5	2.85	2	CVVCVVCC	CVCVC	0	0	0	0	tu-ZuR	2	CV-CVC	4	3	tout	"0-2-0"	/tou(s)/jours			591.12	-0.778798791	0
encore	@kOR	ɑ̃kɔʁ	encore	ADV	ADV	""	""	""	1065.934	1065.934	1066.051	95.15309	1	6	4	1.6	1.15	VCCVCV	VCVC	2	13	0	1	@-kOR	2	V-CVC	6	4	encor(e)	"0-1-0"	/encor(e)			642.56	-0.515076476	0
êtes	Et	ɛt	être	VER	VER,AUX	""	p	ind:pre:2,imp:pre:2	1058.066	1332.614	35040.212	90.71647	0	4	2	1.7	1	VVCVC	VC	2	28	1	2	Et	1	VC	0	1	""	""	""	100	19	616.5416667	-0.511499282	0
quelque	kElk	kɛlk	quelque	ADJ:ind	ADV,ADJ:ind	""	s	""	1055.835	1137.218	1461.896	92.11421	1	7	4	2.55	1.75	CVVCCVV	CVCC	1	1	1	6	kElk	1	CVCC	7	4	quel	"0-1-1"	/quel.que			767.6666667	0.103222219	0.086956522
besoin	b°zw5	bəzwɛ̃	besoin	NOM	NOM	m	s	""	1054.538	1054.538	1070.968	91.71617	1	6	5	2.1	2.65	CVCVVC	CVVCYV	0	0	0	1	b°-zw5	2	CV-CYV	5	3	besoin	"0-1-0"	/besoin	96	31	565.7916667	-0.816242432	0
notre	nOtR	nɔtʁ	notre	ADJ:pos	ADJ:pos,PRO:pos	""	s	""	1052.196	1052.763	1559.896	91.83864	1	5	4	1.75	1.6	CVCCV	CVCC	4	28	1	1	nOtR	1	CVCC	4	4	notre	"0-1-0"	/notre			630	-0.398750359	0.043478261
merci	mERsi	mɛʁsi	merci	ONO	NOM,ONO	""	""	""	1030.326	1463.408	1030.361	94.11206	1	5	5	1.85	1.9	CVCCV	CVCCV	1	1	1	2	mER-si	2	CVC-CV	5	5	{merc}	"0-1-1"	/{merc}.i	100	25	616.2	-0.630604839	0
mes	me	me	mes	ADJ:pos	PRO:pos,ADJ:pos	""	p	""	1028.275	1028.978	6962.576	93.63901	1	3	2	1	1	CVC	CV	14	34	1	3	me	1	CV	3	2	mes	"0-1-0"	/mes			748.6111111	0.36056346	0.28
dois	dwa	dwa	devoir	VER	VER	""	s	ind:pre:2,imp:pre:2,inf,ind:pre:1	1018.804	1018.994	3830.592	92.18157	0	4	3	1	1	CVVC	CYV	20	17	0	6	dwa	1	CYV	0	2	""	""	""	95	22	808.5	0.136594379	0.153846154
quoi	kwa	kwa	quoi	PRO:rel	ONO,PRO:int,PRO:rel	""	""	""	979.323	2777.570	979.823	98.09400	1	4	3	1.85	1	CVVV	CYV	1	20	2	4	kwa	1	CYV	4	3	quoi	"0-1-0"	/quoi	91	23	574.8333333	-0.71265322	0
accord	akOR	akɔʁ	accord	NOM	NOM	m	s	""	974.725	974.725	979.763	85.08114	1	6	4	1.65	1.2	VCCVCC	VCVC	2	13	0	6	a-kOR	2	V-CVC	6	4	{cord}	"1-1-0"	_a(d)c/{cord}	100	18	565.88	-0.951794263	0
vie	vi	vi	vie	NOM	NOM	f	s	""	962.829	962.835	1015.437	90.67973	1	3	2	1	1	CVV	CV	19	29	0	8	vi	1	CV	3	2	""	"0-1-0"	/vie			571.9565217	-0.718145544	0.041666667
deux	d2	dø	deux	ADJ:num	NOM,ADJ:num	""	p	""	961.598	1212.085	961.823	93.80282	1	4	2	1.5	1	CVVC	CV	7	26	1	1	d2	1	CV	4	2	deux	"0-1-0"	/deux			627.8541667	-0.527775094	0.02
peut-être	p2tEtR	pøtɛtʁ	peut-être	ADV	ADV	""	""	""	957.345	957.345	958.383	88.96663	1	9	6	4.25	2.45	CVVC-VVCCV	CVCVCC	0	0	0	0	p2-tEtR	2	CV-CVCC	5	4	pouvoir	"0-1-1"	/peut.être					
fois	fwa	fwa	fois	NOM	NOM	f	i	""	946.456	946.459	946.579	93.06032	1	4	3	1	1	CVVC	CYV	20	20	0	3	fwa	1	CYV	4	3	fois	"0-1-0"	/fois	96	25	635.9565217	-0.367627388	0.041666667
faut	fo	fo	falloir	VER	VER,NOM	""	s	ind:pre:3	945.816	946.883	1197.820	84.33558	0	4	2	1.45	1	CVVC	CV	7	27	1	7	fo	1	CV	4	2	""	""	""	91	23	645.3636364	-0.458106101	0.08
bon	b§	bɔ̃	bon	ADJ	ADV,NOM,ADJ,ONO	m	s	""	943.497	1502.715	1011.253	96.33190	1	3	2	1	1	CVC	CVV	28	41	3	7	b§	1	CV	3	2	bon	"0-1-0"	/bon			549.173913	-0.880159622	0
tout	tu	tu	tout	ADV	NOM,PRO:ind,ADV,ADJ,ADJ:ind	""	""	""	936.177	3873.383	936.456	99.36160	1	4	2	1	1	CVVC	CV	14	29	4	9	tu	1	CV	4	2	tout	"0-1-0"	/tout	90	33	660.2	-0.556120264	0
s'	s	s	s'	CON	PRO:per,CON,NOM	""	""	""	933.668	3221.870	2445.506	99.14421	1	2	1	1.25	1	C'	C	14	227	2	7	s	1	C	2	1	""	"0-0-0"	""					
aller	ale	ale	aller	VER	NOM,VER	""	s	inf,	931.810	956.437	9795.946	91.53399	1	5	3	1.5	1	VCCVC	VCV	2	34	1	22	a-le	2	V-CV	5	3	aller	"0-1-0"	/all(er)	96	26	647.6122449	-0.472963885	0
comment	kom@	komɑ̃	comment	ADV	ONO,CON,NOM,ADV	""	""	""	930.519	1649.228	930.525	97.43111	1	7	4	1.65	1	CVCCVCC	CVCV	3	17	3	3	ko-m@	2	CV-CV	7	2	""	"1-0-1"	_com.ment	82	28	695.9090909	-0.129805858	0.083333333
vas	va	va	aller	VER	VER	""	s	ind:pre:2,imp:pre:2,inf	915.035	915.171	9795.946	86.51868	0	3	2	1	1	CVC	CV	20	30	0	2	va	1	CV	0	2	""	""	""	100	17	684.3888889	-0.179808589	0.307692308
tout	tu	tu	tout	ADJ	NOM,PRO:ind,ADV,ADJ,ADJ:ind	m	s	""	907.193	3873.383	2570.003	99.36160	1	4	2	1	1	CVVC	CV	14	29	4	9	tu	1	CV	4	2	tout	"0-1-0"	/tout	90	33	660.2	-0.556120264	0
donc	d§k	dɔ̃k	donc	CON	CON	""	""	""	907.111	907.111	908.918	84.94642	1	4	3	1.45	1.5	CVCC	CVVC	7	7	0	0	d§k	1	CVC	4	4	""	"0-1-0"	/donc			618.76	-0.54784217	0
tous	tus	tus	tout	ADJ	PRO:ind,ADJ,NOM	m	p	""	894.997	1245.316	2570.003	95.67514	0	4	3	1	1	CVVC	CVC	18	57	2	4	tus	1	CVC	4	3	tout	"0-1-0"	/tous	90	33	661.6363636	-0.446260903	0.041666667
être	EtR	ɛtʁ	être	AUX	VER,AUX,NOM	""	""	inf,imp:pre:2,ind:pre:2	882.535	2346.896	8402.797	97.64085	1	4	3	1.85	1.3	VVCCV	VCC	1	10	2	8	EtR	1	VCC	5	1	être	"0-1-0"	/être	100	28	622.9583333	-0.600804176	0
dis	di	di	dire	VER	VER	""	s	ind:pas:1,ind:pre:1,imp:pre:2,ind:pre:2,ind:pas:2	864.009	865.301	6099.386	88.23331	0	3	2	1	1	CVC	CV	22	31	0	8	di	1	CV	0	2	""	""	""	100	23	639.24	-0.383805795	0
monde	m§d	mɔ̃d	monde	NOM	NOM,VER	m	s	""	863.487	863.994	873.522	89.70147	1	5	3	1.2	1.25	CVCCV	CVVC	10	11	1	2	m§d	1	CVC	5	4	monde	"0-1-1"	/mond(e).e	96	29	604.5833333	-0.698965794	0
sans	s@	sɑ̃	sans	PRE	NOM,PRE	""	""	""	861.231	862.060	861.443	91.76669	1	4	2	1	1	CVCC	CV	22	28	1	8	s@	1	CV	4	1	""	"0-1-0"	/sans			657.6363636	-0.378467116	0.083333333
même	mEm	mɛm	même	ADV	ADJ,PRO:ind,ADV	""	""	""	858.060	1288.063	862.019	95.43938	1	4	3	1.8	1	CVVCV	CVC	3	27	2	7	mEm	1	CVC	5	3	même	"0-1-0"	/même	100	19	589.8	-0.889794571	0
peu	p2	pø	peu	NOM	ADV,NOM	m	s	""	850.636	1108.766	850.665	94.83160	1	3	2	1	1	CVV	CV	14	27	1	4	p2	1	CV	3	2	""	"0-1-0"	/peu			607.3478261	-0.660109499	0.041666667
sûr	syR	syʁ	sûr	ADJ	ADJ	m	s	""	847.339	847.342	1016.275	88.18126	1	3	3	1.8	1	CVVC	CVC	2	129	0	9	syR	1	CVC	2	3	sûr	"0-1-0"	/sûr			680.5	-0.304329503	0
vu	vy	vy	voir	VER	ADJ,NOM,VER	m	s	par:pas:	846.753	896.310	3679.820	90.97673	0	2	2	1	1	CV	CV	21	25	2	10	vy	1	CV	2	2	voir	"0-1-1"	/v(oir).u	94	19	649.5416667	-0.533977805	0.04
avoir	avwaR	avwaʁ	avoir	AUX	VER,AUX,NOM	""	""	inf	841.731	1344.465	19741.582	96.44519	1	5	5	1.65	1.35	VCVVC	VCYVC	1	6	2	3	a-vwaR	2	V-CYVC	5	5	avoir	"0-1-0"	/avoir	100	27	597.6521739	-0.605968092	0
quelqu'un	kElk1	kɛlkœ̃	quelqu'un	PRO:ind	NOM,PRO:ind	""	s	""	837.544	838.272	838.997	88.48285	1	9	5	4.25	2.35	CVVCCV'VC	CVCCV	0	1	1	0	kEl-k1	2	CVC-CV	9	5	quel	"0-2-0"	/quelqu(e)/un					
crois	kRwa	kʁwa	croire	VER	VER	""	s	ind:pre:2,ind:pre:1,imp:pre:2	833.079	833.218	1612.497	88.42927	0	5	4	1.35	1.15	CCVVC	CCYV	7	7	0	8	kRwa	1	CCYV	0	4	""	""	""	94	18	636.6521739	-0.339905838	0.08
trop	tRo	tʁo	trop	ADV	ADV	""	""	""	819.801	819.807	819.927	91.39927	1	4	3	1.6	1	CCVC	CCV	6	17	0	2	tRo	1	CCV	4	3	trop	"0-1-0"	/trop			571.5833333	-0.727937857	0
ouais	wE	wɛ	ouais	ADV	ADV	""	""	""	816.085	816.095	816.269	51.91978	1	5	2	1.2	1	VVVVC	YV	9	24	0	1	wE	1	YV	5	2	oui	"0-1-1"	/ou(i).ais					
parler	paRle	paʁle	parler	VER	NOM,VER	""	p	inf,	807.728	821.130	2026.244	88.40325	1	6	5	1.45	1.45	CVCCVC	CVCCV	6	7	1	12	paR-le	2	CVC-CV	6	5	parler	"0-1-1"	/parl(er).er	85	14	658.3333333	-0.448835494	0
père	pER	pɛʁ	père	NOM	NOM	m	s	""	793.500	794.421	1030.823	68.90845	1	4	3	1.35	1	CVVCV	CVC	9	297	0	12	pER	1	CVC	3	3	père	"0-1-0"	/père	100	26	600.5909091	-0.560372279	0.12
pense	p@s	pɑ̃s	penser	VER	VER	""	""	ind:pre:3,imp:pre:2,sub:pre:3,ind:pre:1,sub:pre:1	787.177	787.326	2085.206	83.10318	0	5	3	1.4	1	CVCCV	CVC	9	61	0	7	p@s	1	CVC	0	3	""	""	""	100	30	644.7826087	-0.540699985	0.041666667
dieu	dj2	djø	dieu	NOM	NOM	m	s	""	760.655	760.699	800.418	77.25811	1	4	3	1.6	1.35	CVVV	CYV	5	9	0	1	dj2	1	CYV	4	3	dieu	"0-1-0"	/dieu	100	32	579.6956522	-0.818820184	0.041666667
aux	o	o	aux	ART:def	ART:def	""	p	""	751.598	751.604	4174.959	88.30527	1	3	1	1.4	1	VVC	V	3	37	0	14	o	1	V	3	1	""	"0-0-0"	""			766.375	0.414000674	0.04
ses	se	se	ses	ADJ:pos	ADJ:pos	""	p	""	745.003	745.835	3785.924	86.50184	1	3	2	1	1	CVC	CV	14	32	0	3	se	1	CV	3	2	ses	"0-1-0"	/ses			711.4285714	0.074318321	0.086956522
aime	Em	ɛm	aimer	VER	VER	""	s	imp:pre:2,sub:pre:3,ind:pre:1,sub:pre:1,ind:pre:3	739.709	740.035	1601.354	83.02511	0	4	2	1	1	VVCV	VC	14	48	0	6	Em	1	VC	0	2	""	""	""	100	22	609.9166667	-0.722620752	0
homme	Om	ɔm	homme	NOM	NOM	m	s	""	738.120	738.130	1248.636	80.37048	1	5	2	1.55	1	CVCCV	VC	7	19	0	2	Om	1	VC	5	2	homme	"0-1-0"	/homme	100	20	615.5217391	-0.582309277	0
que	k°	kə	que	PRO:int	ADV,PRO:int,CON,PRO:rel	""	""	""	737.972	14272.911	1475.241	99.74280	1	3	2	1	1.6	CVV	CVV	18	113	3	3	k°	1	CV	3	3	""	"0-1-0"	/que			674	-0.191474237	0
viens	vj5	vjɛ̃	venir	VER	VER	""	s	ind:pre:1,imp:pre:2,inf,ind:pre:2	735.677	735.937	2424.339	84.87140	0	5	3	1.45	1.3	CVVCC	CYV	9	12	0	1	vj5	1	CYV	0	0	""	""	""	100	16	599.0952381	-0.716880264	0.125
qu'	k	k	qu'	PRO:int	PRO:rel,PRO:int,CON	""	""	""	734.873	7310.250	1475.241	99.48561	1	3	1	1.7	1	CV'	C	5	113	2	5	k	1	C	3	1	""	""	""					
pourquoi	puRkwa	puʁkwa	pourquoi	CON	ADV,NOM,CON	""	""	""	730.313	2050.244	730.747	97.86742	1	8	6	3	1.95	CVVCCVVV	CVCCYV	0	1	2	2	puR-kwa	2	CVC-CYV	5	4	pour	"0-2-0"	/pour/quoi	86	23	684.84	-0.428527069	0
eu	y	y	avoir	VER	VER,AUX	m	s	par:pas:	724.794	747.174	13032.016	88.90539	0	2	1	1	1	VV	V	22	37	1	19	y	1	V	2	1	""	""	""	93	16	735.1666667	0.323029597	0.434782609
doit	dwa	dwa	devoir	VER	VER,NOM	""	s	ind:pre:3	718.655	719.579	3830.592	88.70024	0	4	3	1.25	1	CVVC	CYV	8	17	1	6	dwa	1	CYV	4	2	""	"0-0-0"	""	95	22	722.0869565	-0.217032915	0
veut	v2	vø	vouloir	VER	VER	""	s	ind:pre:3	712.642	712.744	5239.237	87.49541	0	4	2	1.55	1	CVVC	CV	8	24	0	3	v2	1	CV	0	2	""	""	""	94	17	615.8333333	-0.665652521	0.076923077
étais	etE	etɛ	être	VER	VER,AUX,NOM	""	s	ind:imp:1,ind:imp:2	708.111	894.880	35040.212	89.15493	0	5	3	1.35	1	VVCVVC	VCV	8	14	2	9	e-tE	2	V-CV	0	3	""	""	""	70	17	787.1818182	0.277308056	0.08
avez	ave	ave	avoir	VER	VER,AUX	""	p	imp:pre:2,ind:pre:2	702.959	2005.665	13032.016	93.50429	0	4	3	1.25	1	VCVC	VCV	6	24	1	6	a-ve	2	V-CV	0	3	""	""	""	93	16	694.173913	-0.269733214	0.041666667
ans	@	ɑ̃	an	NOM	NOM	m	p	""	699.199	699.209	812.361	79.24525	0	3	1	1	1	VCC	V	8	37	0	5	@	1	V	0	1	""	""	""			670.5238095	-0.445672506	0.16
vrai	vRE	vʁɛ	vrai	ADJ	ADJ,NOM	m	s	""	687.237	721.054	817.032	87.89039	1	4	3	1.5	1	CCVV	CCV	6	16	1	5	vRE	1	CCV	4	3	vrai	"0-1-0"	/vrai	95	21			
autre	otR	otʁ	autre	ADJ	ADV,PRO:ind,ADJ,NOM	""	s	""	685.737	1154.190	812.582	95.08573	1	5	3	1.6	1	VVCCV	VCC	4	63	3	8	otR	1	VCC	5	3	autre	"0-1-0"	/autre	100	17	598.5833333	-0.731946717	0.04
chez	Se	ʃe	chez	PRE	PRE	""	""	""	669.310	669.310	669.380	81.28445	1	4	2	1.8	1	CCVC	CV	3	29	0	1	Se	1	CV	4	2	chez	"0-1-0"	/chez			600	-0.698058205	0
beaucoup	boku	boku	beaucoup	ADV	ADV	""	""	""	665.247	665.253	665.332	85.41029	1	8	4	3.95	1.95	CVVVCVVC	CVCV	0	1	0	1	bo-ku	2	CV-CV	5	2	beau	"0-2-0"	/beau/coup			625.4	-0.597313579	0
parce que	paRs°k	paʁsək	parce que	CON	ADV,CON	""	""	""	661.769	662.047	871.297	78.72780	1	9	6	3.3	2.7	CVCCV CVV	CVCCVVC	1	0	1	2	paR-s°k	2	CVC-CVC	9	5	parce	"0-2-0"	/parce/que					
déjà	deZa	deʒa	déjà	ADV	ADV,ONO	""	""	""	659.582	668.823	659.627	87.87355	1	4	4	2.9	1.75	CVVCVV	CVCV	0	5	1	2	de-Za	2	CV-CV	6	3	""	"1-0-1"	_dé.jà			576.2916667	-0.86100638	0.04
vos	vo	vo	vos	ADJ:pos	NOM,ADJ:pos	""	p	""	651.937	651.959	2759.155	78.72780	1	3	2	1.1	1	CVC	CV	13	27	1	7	vo	1	CV	3	2	vos	"0-1-0"	/vos			705	-0.023609714	0.208333333
avait	avE	avɛ	avoir	VER	AUX,NOM,VER	""	s	ind:imp:3	643.703	1008.997	13032.016	89.32945	0	5	3	1.5	1	VCVVC	VCV	3	16	2	7	a-vE	2	V-CV	5	3	""	""	""	93	16	683.08	-0.363537253	0
après	apRE	apʁɛ	après	PRE	PRE,ADV	""	""	""	635.737	778.984	635.880	88.57012	1	5	4	2	1	VCCVVC	VCCV	3	38	1	3	a-pRE	2	V-CCV	6	4	près	"1-1-0"	_a(d)/p/près			733.0149254	0.002996966	0.028571429
gens	Z@	ʒɑ̃	gens	NOM	NOM	e	p	""	623.446	623.446	623.487	80.47612	1	4	2	1.25	1	CVCC	CV	13	27	0	4	Z@	1	CV	4	2	gens	"0-1-0"	/gen(t)s	100	17	633.4782609	-0.513467313	0.041666667
tes	te	te	tes	ADJ:pos	ADJ:pos,PRO:pos	""	p	""	620.854	620.870	3406.509	79.64483	1	3	2	1	1	CVC	CV	18	32	1	7	te	1	CV	3	2	tes	"0-1-0"	/tes			790.4285714	0.439836683	0.375
vois	vwa	vwa	voir	VER	VER	""	s	ind:pre:1,ind:pre:2,imp:pre:2	613.453	613.481	3679.820	85.22352	0	4	3	1	1	CVVC	CYV	18	19	0	10	vwa	1	CYV	0	3	""	""	""	94	19	724.3333333	-0.132038679	0.043478261
avant	av@	avɑ̃	avant	PRE	ADV,PRE,NOM,ADJ	""	""	""	611.946	849.601	612.003	92.10502	1	5	3	1.2	1	VCVCC	VCV	6	24	3	6	a-v@	2	V-CV	5	3	avant	"0-1-0"	/avant	100	33	743.0300429	0.032483941	0.028688525
quel	kEl	kɛl	quel	ADJ:int	ADJ:int	m	s	""	605.063	605.070	1088.092	85.88028	1	4	3	1.7	1	CVVC	CVC	4	31	0	3	kEl	1	CVC	4	3	quel	"0-1-0"	/quel			705.5714286	-0.110116973	0.125
bonne	bOn	bɔn	bon	ADJ	ADJ,NOM	f	s	""	595.873	653.089	671.171	85.76546	0	5	3	1	1	CVCCV	CVC	17	28	1	3	bOn	1	CVC	5	2	bon	"0-1-1"	/bon[n].e	100	25	694.3061224	-0.033857941	0.019607843
voilà	vwala	vwala	voilà	PRE	NOM,PRE	""	""	""	578.873	578.987	578.949	78.88396	1	5	5	2	1.55	CVVCVV	CYVCV	1	7	1	3	vwa-la	2	CYV-CV	5	5	voir	"0-2-0"	/voi(s)/là			638.5	-0.580362934	0
cela	s°la	səla	cela	PRO:dem	PRO:dem	""	s	""	578.769	578.861	578.972	56.83864	1	4	4	1.65	1.6	CVCV	CVVCV	4	8	0	2	s°-la	2	CV-CV	4	2	ce	"0-2-0"	/ce/là			692.2916667	-0.286429779	0.076923077
mieux	mj2	mjø	mieux	ADV	ADV,NOM	""	""	""	575.038	635.456	575.095	86.87232	1	5	3	1.65	1.5	CVVVC	CYV	6	8	1	1	mj2	1	CYV	5	3	mieux	"0-1-0"	/mieux	92	28	622.44	-0.560558121	0
maison	mEz§	mɛzɔ̃	maison	NOM	NOM	f	s	""	574.943	576.345	602.927	71.85548	1	6	4	1.8	1.55	CVVCVC	CVCVV	2	11	0	1	mE-z§	2	CV-CV	6	3	maison	"0-1-0"	/maison	93	30	558.9583333	-0.795899346	0
