"id"	"1_Mot"	"4_Lemme"	"5_Cgram"	"7_Genre"	"10_FreqMot"	"12_FreqLemme"
2278	dégagez	dégager	VER	""	27.215	96.475
2279	devine	deviner	VER	""	27.199	80.155
2280	verrai	voir	VER	""	27.187	3679.820
2281	côte	côte	NOM	f	27.174	38.997
2282	usine	usine	NOM	f	27.174	31.519
2283	rues	rue	NOM	f	27.168	133.187
2284	chaleur	chaleur	NOM	f	27.085	27.424
2285	mine	mine	NOM	f	27.035	36.592
2286	paroles	parole	NOM	f	27.025	82.051
2287	tir	tir	NOM	m	27.022	37.519
2288	fantastique	fantastique	ADJ	e	26.994	29.627
2289	gouverneur	gouverneur	NOM	m	26.972	31.538
2290	étranger	étranger	NOM	m	26.956	45.816
2291	midi	midi	NOM	m	26.953	27.627
2292	ours	ours	NOM	m	26.946	27.522
2293	endroits	endroit	NOM	m	26.940	290.642
2294	ya	ya	NOM	m	26.918	27.316
2295	coach	coach	NOM	e	26.899	27.604
2296	s	s	PRO:per	""	26.880	5002.028
2297	serez	être	AUX	""	26.880	8402.797
2298	sacré	sacré	ADJ	m	26.877	54.095
2299	rentrez	rentrer	VER	""	26.870	465.915
2300	vérifie	vérifier	VER	""	26.861	157.104
2301	rouge	rouge	NOM	m	26.858	29.959
2302	avions	avoir	VER	""	26.842	13032.016
2303	voleur	voleur	NOM	m	26.839	46.149
2304	département	département	NOM	m	26.832	27.801
2305	bois	boire	VER	""	26.813	266.661
2306	ancienne	ancien	ADJ	f	26.778	93.329
2307	attente	attente	NOM	f	26.709	31.104
2308	disparaître	disparaître	VER	""	26.674	165.383
2309	parlant	parler	VER	e	26.674	2026.244
2310	semblant	semblant	NOM	m	26.652	26.766
2311	casse	casser	VER	""	26.646	119.665
2312	essence	essence	NOM	f	26.636	26.858
2313	vivante	vivant	ADJ	f	26.604	105.706
2314	vous-même	vous-même	PRO:per	""	26.592	67.199
2315	cadeaux	cadeau	NOM	m	26.579	116.310
2316	honnêtement	honnêtement	ADV	""	26.570	26.576
2317	d	d	PRE	""	26.560	34097.073
2318	fusil	fusil	NOM	m	26.532	35.247
2319	blessures	blessure	NOM	f	26.525	54.937
2320	arrestation	arrestation	NOM	f	26.503	30.715
2321	passait	passer	VER	""	26.494	1522.114
2322	interdit	interdire	VER	""	26.487	45.892
2323	ayez	avoir	AUX	""	26.484	19741.582
2324	reine	reine	NOM	f	26.478	28.013
2325	meurtrier	meurtrier	NOM	m	26.465	34.750
2326	mensonges	mensonge	NOM	m	26.459	61.934
2327	embrasse	embrasser	VER	""	26.459	105.475
2328	commis	commettre	VER	m	26.449	45.861
2329	herbe	herbe	NOM	f	26.446	32.491
2330	joues	jouer	VER	""	26.437	527.152
2331	plaisante	plaisanter	VER	""	26.430	80.734
2332	résultat	résultat	NOM	m	26.421	67.554
2333	déranger	déranger	VER	""	26.415	117.203
2334	bat	battre	VER	""	26.408	237.348
2335	différents	différent	ADJ	m	26.405	152.772
2336	supplie	supplier	VER	""	26.386	45.491
2337	bleu	bleu	ADJ	m	26.354	58.788
2338	piscine	piscine	NOM	f	26.348	27.709
2339	étiez	être	AUX	""	26.345	8402.797
2340	bosser	bosser	VER	""	26.320	75.399
2341	chèque	chèque	NOM	m	26.307	34.294
2342	serai	être	AUX	""	26.288	8402.797
2343	la	la	PRO:per	f	26.282	26.282
2344	vole	voler	VER	""	26.272	238.759
2345	cher	cher	ADV	""	26.250	26.272
2346	bête	bête	NOM	f	26.250	37.500
2347	inviter	inviter	VER	""	26.231	114.212
2348	rock	rock	NOM	m	26.231	29.823
2349	murs	mur	NOM	m	26.231	85.415
2350	rapports	rapport	NOM	m	26.228	148.778
2351	attaqué	attaquer	VER	""	26.215	107.101
2352	magique	magique	ADJ	e	26.209	32.332
2353	réseau	réseau	NOM	m	26.177	30.677
